Date,Time,Facility,Error
17-SEP-22,16:42:06,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:42:00,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:46,SYST-014,Program select failed
17-SEP-22,16:32:20,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:20,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:16,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:14,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:02,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:31:54,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:31:52,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:31:48,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:31:44,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:31:32,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:31:26,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:31:24,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:31:18,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:10,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:04,SYST-014,Program select failed
17-SEP-22,16:28:10,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:10,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:28:06,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:04,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:27:52,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:27:44,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:27:42,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:27:38,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:27:34,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:27:28,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:27:28,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:27:22,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:27:16,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:27:14,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:27:08,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:27:02,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:27:02,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:27:02,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:27:00,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:26:54,SYST-014,Program select failed
17-SEP-22,16:03:50,FILE-078,Auto backup complete
17-SEP-22,16:00:00,FILE-077,Auto backup start (MC:\PROG\)
17-SEP-22,15:21:06,SYST-034,HOLD signal from SOP/UOP is lost
17-SEP-22,15:04:28,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,15:04:28,SEAL-270,Flow command above maximum (E2)
17-SEP-22,15:04:24,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,15:04:20,SEAL-270,Flow command above maximum (E2)
17-SEP-22,15:04:10,MOTN-200,"(S012SD01, 420) Too long anticipate time"
18-SEP-22,02:58:52,SYST-014,Program select failed
18-SEP-22,02:56:28,SYST-014,Program select failed
18-SEP-22,01:49:18,DIAG-009,G1 Grease balancer bush in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Controller check in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Mechanical check in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Basic quarterly check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st controller check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st mechanical check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st cleaning of cont. ventilation in   -365.5  days
18-SEP-22,00:56:32,SYST-014,Program select failed
18-SEP-22,00:06:52,FILE-078,Auto backup complete
18-SEP-22,00:03:02,FILE-077,Auto backup start (MC:\PROG\)
17-SEP-22,22:56:08,SYST-014,Program select failed
17-SEP-22,21:54:14,SYST-014,Program select failed
17-SEP-22,20:55:44,SYST-014,Program select failed
17-SEP-22,18:55:18,SYST-014,Program select failed
17-SEP-22,16:55:24,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:55:24,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:55:20,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:55:18,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:55:06,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:54:58,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:54:56,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:54:48,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:54:42,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:54:42,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:54:36,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:54:30,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:54:28,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:54:22,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:54:18,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:54:16,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:54:16,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:54:14,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:54:08,SYST-014,Program select failed
17-SEP-22,16:43:02,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:43:02,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:42:58,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:42:56,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:42:44,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:42:36,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:42:34,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:42:32,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:42:30,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:42:30,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:42:26,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:42:20,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:42:18,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:42:14,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:42:08,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:42:06,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:42:00,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:46,SYST-014,Program select failed
17-SEP-22,16:32:20,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:20,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:16,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:14,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:02,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:31:54,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:31:52,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:31:48,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:31:44,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:31:32,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:31:26,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:31:24,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:31:18,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:10,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:04,SYST-014,Program select failed
17-SEP-22,16:28:10,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:10,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:28:06,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:04,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:27:52,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:27:44,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:27:42,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:27:38,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:27:34,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:27:28,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:27:28,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:27:22,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:27:16,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:27:14,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:27:08,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:27:02,MOTN-200,"(S012SD01, 76) Too long anticipate time"
18-SEP-22,04:59:18,SYST-014,Program select failed
18-SEP-22,02:58:52,SYST-014,Program select failed
18-SEP-22,02:56:28,SYST-014,Program select failed
18-SEP-22,01:49:18,DIAG-009,G1 Grease balancer bush in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Controller check in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Mechanical check in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Basic quarterly check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st controller check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st mechanical check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st cleaning of cont. ventilation in   -365.5  days
18-SEP-22,00:56:32,SYST-014,Program select failed
18-SEP-22,00:06:52,FILE-078,Auto backup complete
18-SEP-22,00:03:02,FILE-077,Auto backup start (MC:\PROG\)
17-SEP-22,22:56:08,SYST-014,Program select failed
17-SEP-22,21:54:14,SYST-014,Program select failed
17-SEP-22,20:55:44,SYST-014,Program select failed
17-SEP-22,18:55:18,SYST-014,Program select failed
17-SEP-22,16:55:24,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:55:24,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:55:20,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:55:18,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:55:06,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:54:58,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:54:56,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:54:48,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:54:42,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:54:42,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:54:36,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:54:30,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:54:28,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:54:22,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:54:18,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:54:16,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:54:16,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:54:14,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:54:08,SYST-014,Program select failed
17-SEP-22,16:43:02,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:43:02,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:42:58,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:42:56,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:42:44,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:42:36,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:42:34,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:42:32,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:42:30,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:42:30,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:42:26,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:42:20,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:42:18,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:42:14,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:42:08,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:42:06,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:42:00,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:46,SYST-014,Program select failed
17-SEP-22,16:32:20,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:20,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:16,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:14,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:02,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:31:54,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:31:52,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:31:48,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:31:44,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:31:32,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:31:26,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:31:24,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:31:18,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:10,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:04,SYST-014,Program select failed
17-SEP-22,16:28:10,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:10,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:28:06,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:04,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:27:52,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:27:44,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:27:42,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:27:38,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:27:34,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:27:28,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:27:28,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:27:22,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:27:16,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:27:14,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:27:08,MOTN-200,"(S012SD01, 117) Too long anticipate time"
18-SEP-22,09:46:16,SYST-034,HOLD signal from SOP/UOP is lost
18-SEP-22,09:00:06,SYST-014,Program select failed
18-SEP-22,08:03:50,FILE-078,Auto backup complete
18-SEP-22,08:00:00,FILE-077,Auto backup start (MC:\PROG\)
18-SEP-22,07:58:46,SYST-014,Program select failed
18-SEP-22,06:59:40,SYST-014,Program select failed
18-SEP-22,04:59:18,SYST-014,Program select failed
18-SEP-22,02:58:52,SYST-014,Program select failed
18-SEP-22,02:56:28,SYST-014,Program select failed
18-SEP-22,01:49:18,DIAG-009,G1 Grease balancer bush in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Controller check in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Mechanical check in    -30.9  days
18-SEP-22,01:49:18,DIAG-009,G1 Basic quarterly check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st controller check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st mechanical check in   -304.7  days
18-SEP-22,01:49:18,DIAG-009,G1 1st cleaning of cont. ventilation in   -365.5  days
18-SEP-22,00:56:32,SYST-014,Program select failed
18-SEP-22,00:06:52,FILE-078,Auto backup complete
18-SEP-22,00:03:02,FILE-077,Auto backup start (MC:\PROG\)
17-SEP-22,22:56:08,SYST-014,Program select failed
17-SEP-22,21:54:14,SYST-014,Program select failed
17-SEP-22,20:55:44,SYST-014,Program select failed
17-SEP-22,18:55:18,SYST-014,Program select failed
17-SEP-22,16:55:24,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:55:24,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:55:20,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:55:18,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:55:06,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:54:58,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:54:56,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:54:54,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:54:48,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:54:42,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:54:42,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:54:36,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:54:30,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:54:28,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:54:22,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:54:18,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:54:16,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:54:16,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:54:14,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:54:08,SYST-014,Program select failed
17-SEP-22,16:43:02,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:43:02,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:42:58,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:42:56,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:42:44,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:42:36,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:42:34,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:42:32,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:42:30,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:42:30,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:42:26,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:42:20,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:42:18,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:42:14,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:42:08,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:42:06,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:42:00,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:41:54,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:52,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:41:46,SYST-014,Program select failed
17-SEP-22,16:32:20,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:20,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:16,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:32:14,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:32:02,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:31:54,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:31:52,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:31:50,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:31:48,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:31:44,MOTN-200,"(S012SD01, 283) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 252) Too long anticipate time"
17-SEP-22,16:31:38,MOTN-200,"(S012SD01, 244) Too long anticipate time"
17-SEP-22,16:31:32,MOTN-200,"(S012SD01, 208) Too long anticipate time"
17-SEP-22,16:31:26,MOTN-200,"(S012SD01, 185) Too long anticipate time"
17-SEP-22,16:31:24,MOTN-200,"(S012SD01, 156) Too long anticipate time"
17-SEP-22,16:31:18,MOTN-200,"(S012SD01, 117) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 76) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-200,"(S012SD01, 75) Too long anticipate time"
17-SEP-22,16:31:12,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:10,MOTN-056,Speed limits used (G:1)
17-SEP-22,16:31:04,SYST-014,Program select failed
17-SEP-22,16:28:10,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:10,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:28:06,SEAL-349,Proc logger process_id not found (E2)
17-SEP-22,16:28:04,SEAL-270,Flow command above maximum (E2)
17-SEP-22,16:27:52,MOTN-200,"(S012SD01, 420) Too long anticipate time"
17-SEP-22,16:27:44,MOTN-200,"(S012SD01, 378) Too long anticipate time"
17-SEP-22,16:27:42,MOTN-200,"(S012SD01, 359) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 345) Too long anticipate time"
17-SEP-22,16:27:40,MOTN-200,"(S012SD01, 336) Too long anticipate time"
17-SEP-22,16:27:38,MOTN-200,"(S012SD01, 329) Too long anticipate time"
17-SEP-22,16:27:34,MOTN-200,"(S012SD01, 283) Too long anticipate time"
18-SEP-22,13:33:14,SYST-034,HOLD signal from SOP/UOP is lost
18-SEP-22,13:33:12,PRIO-063,Bad I/O asg: rack 89 slot 1
18-SEP-22,13:28:58,SRVO-407,"DCS SSO Fence Open 1,1"
18-SEP-22,13:28:58,SRVO-199,Controlled Stop
18-SEP-22,13:27:00,SYST-034,HOLD signal from SOP/UOP is lost
18-SEP-22,13:26:58,PRIO-063,Bad I/O asg: rack 89 slot 1
18-SEP-22,13:23:00,SRVO-407,"DCS SSO Fence Open 1,1"
